id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,volume,newlangname,newlangnamelink,delete,subclass,review_flag,review_note,sjd,tk
mdp.39015066439095,1985,The Penguin French dictionary / compiled by Merlin Thomas and Raymond Escoffey.,NA,"Penguin Books, 1985.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
pst.000055143950,2005,"The Penguin pocket French dictionary : English-Français, French-Anglais / [edited by] Rosalind Fergusson.",NA,"Penguin Books, c2005.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
wu.89067554840,1977,"The Pennsylvania German dialect : Pennsylvania German-English dictionary, and Pennsylvania German proverbs and sayings, and short conversations, with English translations : also the life story of a Pennsylvania German boy growing up, and what life is like as an Old Order Mennonite / by Allan M. Buehler.",NA,"The Author, c1977]",Pennsylvania German,penn1240,Pennsylvania German,penn1240,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015048568318,1993,The people's Garifuna dictionary = Dimureiágei Garifuna / coordinated and edited by E. Roy Cayetano.,NA,"National Garifuna Council of Belize, 1993.",Garifuna,gari1256,Garifuna,gari1256,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015053481829,1996,The Philadelphia dialect dictionary / Claudio R. Salvucci.,NA,"Evolution Publishing, 1996.",The,thee1240,Philadelphia,midl1243,NA,NA,Midland American English,http://www.evolpub.com/Americandialects/Philadialect.html,NA,dialect of English,NA,NA,NA,1
loc.ark:/13960/t1vd84z44,1841,The pictorial French dictionary. Illustrated with seven hundred and sixty characteristic engravings on wood.,NA,"Tilt and Bogue, 1841.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015034096449,1981,"The Pinyin Chinese-English dictionary = Han Ying ci dian / Beijing wai guo yu xue yuan Ying yu xi ""Han Ying ci dian"" bian xie zu bian.,The Pinyin Chinese-English dictionary = 漢英詞典 ／ 北京外国語學院英語系《漢英詞典》編寫組編.",NA,"Shang wu yin shu guan, 1981, 商務印書館，1981",Pinyin,piny1238,Chinese,mand1415,mdp.39015034096449,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015030389244,1895,"The Pånjábí dictionary, prepared by Munshi Gulab Singh & sons ... Comp. and ed. by Bhai Maya Singh ... and passed by Dr. H. M. Clark ...",NA,"Munshi Gulab Singh & sons, 1895.",Gula (Central African Republic):Gula (Chad),gula1266:gula1269,Panjabi,panj1256,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
inu.30000076425564,2000,"The pocket Oxford-Duden German dictionary : English-German, German-English / edited by the Dudenredaktion and the German Section of the Oxford University Press Dictionary Department ; chief editors, M.  Clark, O. Thyen.",NA,"Oxford University Press, 2000.",German,stan1295,German,stan1295,inu.30000076425564,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
inu.39000002309545,1981,The pocket Oxford English-Russian dictionary / compiled by Nigel Rankin and Della Thompson.,NA,"Clarendon Press ; Oxford University Press, 1981.",Thompson,thom1243,Russian,russ1263,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015031748885,1995,"The pocket Oxford Greek dictionary : Greek-English, English-Greek / compiled by J.T. Pring.",NA,"Oxford University Press, 1995.",Greek,gree1276,Greek,mode1248,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015046441294,1997,The pocket Oxford Italian dictionary / edited by Lexus with Deborah Mazza.,NA,"Oxford University Press, 1997.",Italian,ital1282,Italian,ital1282,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uva.x006077784,2000,The pocket Oxford Latin dictionary / edited by James Morwood.,NA,"Oxford University Press, 2000.",Latin,lati1261,Latin,lati1261,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015042169394,1993,"The popular dictionary : English & Roman Urdu, Roman Urdu & English / B.H. Badley.",NA,"Brothers Publishers, 1993.",Roma,roma1332,Urdu,urdu1245,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
umn.31951002168532h,1881,"The popular dictionary in English and Hindustani and Hindustani and English, with a number of useful tables.",NA,"Methodist Episcopal church press, 1881.",Hindustani,hind1270,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,will check,1,1
uc1.b3156035,1889,"The popular dictionary in two parts: English and Hindustani, and Hindustani and English.",NA,"Methodist Pub. House, 1889.",Hindustani,hind1270,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
uc1.b4053631,1970,The popular English-Urdu dictionary.,NA,Anjuman Taraqqi-e-Urdu 1957,Urdu,urdu1245,Urdu,urdu1245,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015055371309,1965,The popular modern dictionary (English-English-Marathi),NA,"Educational Pub. Co., 1965.",Marathi,mara1378,Marathi,mara1378,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
txu.059173013769414,1960,"The Portuguese-English pocket dictionary: over 30,000 vocabulary entries and expressions.",NA,Pocket Books [1960],Portuguese,port1283,Portuguese,port1283,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x030240306,1965,"The practical Sanskrit-English dictionary. Containing appendices on Sanskrit prosody and important literary & geographical names in the ancient history of India, by Vaman Shivram Apte.",NA,Motilal Banarsidass [1965],Sanskrit,sans1269,Sanskrit,sans1269,uva.x030240306,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x030168104,1959,The practical Sanskrit-English dictionary / editors-in-chief: P.K. Gode and C.G. Karve.,pt.1,"Prasad Prakashan, 1957-59.",Sanskrit,sans1269,Sanskrit,sans1269,uva.x030168104,uva.x030168104,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x030168213,1959,The practical Sanskrit-English dictionary / editors-in-chief: P.K. Gode and C.G. Karve.,pt.2,"Prasad Prakashan, 1957-59.",Sanskrit,sans1269,Sanskrit,sans1269,uva.x030168104,uva.x030168104,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uva.x030168212,1959,The practical Sanskrit-English dictionary / editors-in-chief: P.K. Gode and C.G. Karve.,pt.3,"Prasad Prakashan, 1957-59.",Sanskrit,sans1269,Sanskrit,sans1269,uva.x030168104,uva.x030168104,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015042827157,1987,The promptorium parvulorum : the first English-Latin dictionary / edited by A.L. Mayhew.,NA,"Kraus Reprint, 1987.",Latin,lati1261,Latin,lati1261,mdp.39015042827157,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015001212383,1982,The Québécois dictionary / Léandre Bergeron.,NA,"J. Lorimer, 1982.",The,thee1240,Québécois,stan1290,NA,NA,French,https://catalogue.nla.gov.au/catalog/482325,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015076149023,2008,The Raupō dictionary of modern Māori / P.M. Ryan.,NA,"Raupo, 2008.",The,thee1240,Maori,maor1246,mdp.39015076149023,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc1.31175000514276,1771,"The royal dictionary abridged. In two parts. I. French and English. II. English and French. Containing many thousand words ... to which are added the accents of the English ... Carefully corr. and improved, with the addition of many hundred words not in any former edition, by Mr. Prieur.",NA,"Printed for Bathurst, Vaillant [and others] 1771.",French,stan1290,French,stan1290,uc1.31175000514276,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
ucm.5325325425,1768,The royal dictionary English and French and French and English : extracted from the writings of the best authors in both languages / by Mr. A. Boyer ... ; the second volume,NA,"printed by John Mary Bruyset ..., 1768",French,stan1290,French,stan1290,ucm.5325325425,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
coo.31924102028895,1902,"The royal dictionary : in two parts, English and Hindustani and Hindustani and English.",NA,"Methodist Pub. House, 1902.",Hindustani,hind1270,Hindustani,hind1270,coo.31924102028895,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
ien.35556023402902,1900,"The royal dictionary. In two parts, English and Hindustani, and Hindustani and English; comp. by the Rev. T. Craven ...",p.1,"The Methodist Publishing House, 1900.",Hindustani,hind1270,Hindustani,hind1270,NA,ien.35556023402902,NA,NA,NA,x-english (and english-x),NA,NA,1,1
ien.35556023402910,1900,"The royal dictionary. In two parts, English and Hindustani, and Hindustani and English; comp. by the Rev. T. Craven ...",p.2,"The Methodist Publishing House, 1900.",Hindustani,hind1270,Hindustani,hind1270,NA,ien.35556023402902,NA,NA,NA,x-english (and english-x),NA,NA,1,1
mdp.39015067734387,2006,The Rupa English-Hindi dictionary = Aṅgrejī Hindī śabdakośa / edited by V.P. Sharma.,NA,"Rupa & Co., 2006.",Hindi,hind1269,Hindi,hind1269,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015049624557,1995,The Saulteaux language dictionary / [compiled by Mary Ellen Scott ... et al.].,NA,"Kinistin First Nation ; Duval House Pub., c1995.",The,thee1240,Saulteaux,west1510,NA,NA,Western Ojibwa,https://glottolog.org/resource/reference/id/315832,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015066316756,1970,"Thesaurus dictionary English-Pilipino, 1938-1966.",NA,"Limbagang Pilipino, 1970, c.1967.",The,thee1240,Pilipino,taga1270,NA,NA,NA,NA,NA,english-x,NA,seems like tagalog is more likely,1,1
nnc2.ark:/13960/t17m1bw2k,1847,"Thesaurus linguae Latinae compendiarius Ainsworth's Latin dictionary/ reprinted from the folio edition of MDCCLII, with numerous additions, emendations, and improvements by B.W. Beatson.","v. Ainsworth, Robert, 1847","H.G. Bohn, 1847.",Latin,lati1261,Latin,lati1261,nnc2.ark:/13960/t17m1bw2k,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015052569475,1963,"The Schöffler-Weis comprehensive German and English dictionary : German-English, English-German / [Herbert Schöffler] ; completely rev. by Erwin Weis and Erich Weis.",NA,"D. McKay, 1963.",German,stan1295,German,stan1295,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
coo1.ark:/13960/t89g6765w,1912,"The school Gaelic dictionary, prepared for the use of learners of the Gaelic language by Malcolm Mac Farlane.",NA,"E. Mackay, 1912.",The,thee1240,Gaelic,scot1245,NA,NA,Scottish Gaelic,https://glottolog.org/resource/reference/id/100843,NA,x-english (and english-x),NA,NA,NA,1
uc1.l0061614673,1988,"The Scots dialect dictionary : serving as a glossary for Ramsay, Fergusson, Burns, Scott, Galt, minor poets, Kailyard novelists, and a host of other writers of the Scottish tongue / compiled by Alexander Warrack ; with a new foreword and introduction by Betty Kirkpatrick.",NA,"New Orchard, 1988.",Scots,scot1243,Scots,scot1243,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015011053843,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.1,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250274,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.2,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250282,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.3,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250290,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.4,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250308,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.5,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250316,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.6,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250324,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.7,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250332,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.8,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015078250340,1976,"The Scottish national dictionary : designed partly on regional lines and partly on historical principles, and containing all the Scottish words known to be in use or to have been in use since c. 1700 /",v.9,"Scottish National Dictionary Association, [1931?]-1976.",The,thee1240,Scottish,scot1243,NA,mdp.39015011053843,Scots,https://en.wikipedia.org/wiki/Scottish_National_Dictionary,NA,x-english (and english-x),NA,NA,NA,1
pst.000021383090,1958,"The shorter Persian-English dictionary : treating 30,000 words and idioms used in modern Persian / by S. Haïm.",NA,"Y. Beroukhim, [c1958].",The,thee1240,Persian,west2369,pst.000021383090,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.b5075451,1949,The shorter Sinhalese-English dictionary / edited by M.D. Ratnasuriya and P.B.F. Wijeratne.,v.1,"University of Ceylon Press, 1949-",The,thee1240,Sinhalese,sinh1246,NA,NA,Sinhala,https://glottolog.org/resource/reference/id/152805,NA,x-english (and english-x),NA,NA,1,NA
ucm.5324252439,1750,"The short French dictionary : in two parts, The I. English and French, [The] II. French and English ; according to the present use, and modern ortography / by Guy Miege ... ;  [Tome Premier]",NA,"et Leipzig : by Arkstée : et Merkus, 1750.",French,stan1290,French,stan1290,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
uc1.32106020437056,1977,"The Signet Hebrew/English, English/Hebrew dictionary.",NA,"New American Library, c1977.",The,thee1240,Hebrew,hebr1245,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.b3305282,1969,"The Sindhi-English dictionary, by Anandram T. Shahaney.",NA,School & College Bookstall [196?],Sindhi,sind1272,Sindhi,sind1272,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.31822007054596,1980,The SINO Chinese-English dictionary,NA,"SINO Pub. Co., 1980",The,thee1240,Chinese,mand1415,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015015447892,1985,The standard English-Urdu dictionary / edited by Abdul Haq.,NA,"Anjuman-e-Taraqqi-e-Urdu (Pakistan), 1985.",Urdu,urdu1245,Urdu,urdu1245,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015012954114,1981,The standard Finnish-English English-Finnish dictionary / Aino Wuolle.,NA,"Holt, Rinehart and Winston, 1986, c1981.",Finnish,finn1318,Finnish,finn1318,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433081637740,1901,"The standard pronouncing dictionary of the French and English languages, in two parts ...",v. 1-2,"D. Appleton and Co., 1901.",French,stan1290,French,stan1290,nyp.33433081637740,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015005777365,1916,"The standard Sanskrit-English dictionary, containing appendices on Sanskrit prosody and names of noted mythological persons, &c.",NA,"Mrs. R.A. Sagoon, 1916.",Sanskrit,sans1269,Sanskrit,sans1269,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015062146355,1884,The student's Arabic-English dictionary. : Companion volume to the author's English-Arabic dictionary / by F. Steingass.,892.73 S82 1884,"W.H. Allen, 1884.",Arabic,arab1395,Arabic,stan1318,mdp.39015062146355,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.l0055018592,1923,The student's Bengali-English dictionary. By Subal Chandra Mitra.,NA,"Sarat Chandra Mitra & Srish Chandra Mitra, The New Bengal press, [1923]",Bengali,beng1280,Bengali,beng1280,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.$b439917,1947,"The student's Cantonese-English dictionary, by Bernard F. Meyer and Theodore F. Wempe.",NA,Field afar press [1947],Cantonese,cant1236,Cantonese,yuec1235,uc1.$b439917,NA,Yue Chinese,https://glottolog.org/resource/reference/id/578640,NA,x-english (and english-x),NA,NA,1,1
mdp.39015058952741,2004,"The students' companion dictionary : English-to-Nepali, Nepali-to-English : with supplements and annexes / compiled by Hariscahndra Lal Singh.",NA,"Educational Pub. House, [2004]",Nepali,nepa1254,Nepali,nepa1254,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
nyp.33433081851077,1892,"The student's comprehensive Anglo-Bengali dictionary, compiled from the best modern lexicons, by Abala Kanta Sen.",NA,"H.C. Dey, 1892.",Bengali,beng1280,Bengali,beng1280,NA,NA,NA,NA,NA,english-x,NA,NA,NA,1
mdp.49015002910116,1976,The student's dictionary of Anglo-Saxon / by Henry Sweet.,NA,"Clarendon Press, 1976.",The,thee1240,Anglo-Saxon,olde1238,mdp.49015002910116,NA,Old English (ca. 450-1100),https://glottolog.org/resource/reference/id/403989,NA,ancient language,NA,NA,NA,1
mdp.39015033141659,1941,The student's dictionary of Bengali words and phrases done into English / by Benimadhav Ganguli.,NA,"published by Somadev Ganguli of B.M. Ganguli & Sons, 1941.",Bengali,beng1280,Bengali,beng1280,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
inu.32000007492400,1970,"The student's dictionary of Serbo-Croatian; Serbo-Croatian--English, English--Serbo-Croatian, by Thomas F. Magner.",NA,Singidunum Press] 1970.,The,thee1240,Serbocroatian,sout1528,NA,NA,Serbian-Croatian-Bosnian,https://en.wikipedia.org/wiki/Serbo-Croatian,NA,x-english (and english-x),NA,NA,1,NA
hvd.32044013529532,1885,"The student's English and Gujarati dictionary. Compiled by Motirám Trikamdás, Javerilál Ghelábhai Desái, and others.",NA,"Gampat Krishnájïs Press, 1885.",Gujarati,guja1252,Gujarati,guja1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015022916632,1923,"The students' English and Marathi dictionary, pronouncing and etymological, compiled by Gangadhar Vamon Lele and Krishnaji Govind Kinare.",NA,S.N. Joshi] 1923.,Marathi,mara1378,Marathi,mara1378,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015008861497,1959,The student's English-Burmese dictionary.,NA,Abmsu Central Concos [1959],Burmese,nucl1310,Burmese,nucl1310,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uva.x000936910,1980,The student's English-Chichewâ dictionary.,NA,"CLAIM, 1980, c1972.",The,thee1240,Chichewâ,nyan1308,NA,NA,Nyanja,https://wals.info/languoid/lect/wals_code_cic,NA,english-x,NA,NA,1,NA
uc1.b3738589,1963,The student's English Sanskrit dictionary.,NA,"Shantilal Jain, Shri Jainendra Press]; sole distributors: Motilal Banarsidass [1963]",Sanskrit,sans1269,Sanskrit,sans1269,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uva.x030209081,1974,The student's English-Sanskrit dictionary / Vaman Shivaram Apte.,NA,"Motilal Banarsidass, 1974.",Sanskrit,sans1269,Sanskrit,sans1269,uva.x030209081,NA,NA,NA,NA,english-x,NA,NA,1,NA
hvd.32044086566528,1895,The student's Hindi-English dictionary.,NA,"E. J. Lazarus, 1895.",Hindi,hind1269,Hindi,hind1269,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.32106009139137,1969,The student's little dictionary : English into English and Gujarati & Gujarati into English and Gujarati / compiled by Shantilal Sarabhai Oza ; revised and supplemented by Ramanbhai G. Bhatt.,NA,"R.R. Sheth, 1969.",Gujarati,guja1252,Gujarati,guja1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015054021756,1969,The students' modern combined dictionary : English into English and Gujarati & Gujarati into Gujarati and English / by Dhanvant M. Desai & Kantilal M. Mehta.,NA,"A. R. Sheth, 1969.",Gujarati,guja1252,Gujarati,guja1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uva.x004680199,2002,"The student's modern dictionary, English into English & Gujarati / by Desai & Mehta.",NA,"Sheth Pub. Hopuse, 2002.",Gujarati,guja1252,Gujarati,guja1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
uc1.b3738427,1961,The student's Pali-English dictionary / by Maung Tin.,NA,"British Burma Press, 1961.",Pali,pali1273,Pali,pali1273,uc1.b3738427,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015013258390,1924,The student's practical dictionary containing Hindi words with Hindi and English meanings.,NA,"Ram Narain Lal, 1924.",Hindi,hind1269,Hindi,hind1269,mdp.39015013258390,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
uc1.$b735346,1940,"The Student's practical dictionary containing Hindustani words with English meanings, in Persian character.",NA,"R.N. Lal, 1940.",Hindustani,hind1270,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,will check,1,1
uc1.b4883738,1946,The Student's Romanised practical dictionary; Hindustání-English and English-Hindustání.,NA,Ram Narain Lal [1946],Romani,roma1329,Hindustani,hind1270,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,1
uiug.30112031701862,1976,The student's Sanskrit-English dictionary : containing appendices on Sanskrit prosody and important literary and geographical names in the ancient history of India / Vaman Shivram Apte.,NA,Motilal Banarsidass [1890] 1976 printing.,Sanskrit,sans1269,Sanskrit,sans1269,uiug.30112031701862,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
mdp.39015024257597,1924,"The student's standard English Gujarati dictionary : with pronunciations, roots, other words, meanings, prepositional and idiomatic phrases and useful appendices / compiled by Vithalrai Goverdhanprasad Vyas and Shankerbhai Galabhai Patel.",NA,"N.M. Tripathi, 1924.",Gujarati,guja1252,Gujarati,guja1252,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015059693963,1965,The students' standard English-Urdu dictionary.,NA,"Anjuman Taraqqi-e-Urdu, 1965.",Urdu,urdu1245,Urdu,urdu1245,NA,NA,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015029098905,1945,The supplementary Japanese-English dictionary.,NA,"U.S. Govt. Print. Off., 1945.",Japanese,nucl1643,Japanese,nucl1643,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
mdp.39015024880687,1984,The Tet Toe English-Burmese dictionary = ʾAṅʻgalipʻ Mranʻ mā ʾA bhidhānʻ / Takʻ Tui.̋,v.1,"Takʻ Tui ̋Cā pe, 1984.",Burmese,nucl1310,Burmese,nucl1310,NA,mdp.39015024880687,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015024880794,1984,The Tet Toe English-Burmese dictionary = ʾAṅʻgalipʻ Mranʻ mā ʾA bhidhānʻ / Takʻ Tui.̋,v.2,"Takʻ Tui ̋Cā pe, 1984.",Burmese,nucl1310,Burmese,nucl1310,NA,mdp.39015024880687,NA,NA,NA,english-x,NA,NA,1,NA
mdp.39015034072283,1994,The Thalun Myanmar-English pocket dictionary = Sā lvanʻ Mranʻ mā-ʾAṅgalipʻ ʾaitʻ choṅʻ ʾabhīdhānʻ.,NA,"Cacʻ Saññʻ Toʻ Cā pe, 1994.",Thal,thal1242,Thalun Myanmar,nucl1310,mdp.39015034072283,NA,Burmese,https://en.wikipedia.org/wiki/Burmese_language,NA,x-english (and english-x),NA,ok,1,1
mdp.39015062881860,2002,The thesaurus and dictionary series of Khmu dialects in Southeast Asia / Suwilai Premsirat.,v.1,"Institute of Language and Culture for Rural Development, Mahidol University at Salaya, Thailand, c2002.",Khmu':Khmu,khmu1255:khmu1256,Khmu,khmu1256,NA,uc1.c083338338,NA,NA,NA,x-english (and english-x),NA,checked the dictionary and decided to keep,NA,1
uc1.c083338338,2002,The thesaurus and dictionary series of Khmu dialects in Southeast Asia / Suwilai Premsirat.,v.2,"Institute of Language and Culture for Rural Development, Mahidol University at Salaya, Thailand, c2002.",Khmu':Khmu,khmu1255:khmu1256,Khmu,khmu1256,NA,uc1.c083338338,NA,NA,NA,x-english (and english-x),NA,checked the dictionary and decided to keep,NA,1
uc1.c083338532,2002,The thesaurus and dictionary series of Khmu dialects in Southeast Asia / Suwilai Premsirat.,v.3,"Institute of Language and Culture for Rural Development, Mahidol University at Salaya, Thailand, c2002.",Khmu':Khmu,khmu1255:khmu1256,Khmu,khmu1256,NA,uc1.c083338338,NA,NA,NA,x-english (and english-x),NA,checked the dictionary and decided to keep,NA,1
uc1.c083338514,2002,The thesaurus and dictionary series of Khmu dialects in Southeast Asia / Suwilai Premsirat.,v.4,"Institute of Language and Culture for Rural Development, Mahidol University at Salaya, Thailand, c2002.",Khmu':Khmu,khmu1255:khmu1256,Khmu,khmu1256,NA,uc1.c083338338,NA,NA,NA,x-english (and english-x),NA,checked the dictionary and decided to keep,NA,1
uc1.c083338505,2002,The thesaurus and dictionary series of Khmu dialects in Southeast Asia / Suwilai Premsirat.,v.5,"Institute of Language and Culture for Rural Development, Mahidol University at Salaya, Thailand, c2002.",Khmu':Khmu,khmu1255:khmu1256,Khmu,khmu1256,NA,uc1.c083338338,NA,NA,NA,x-english (and english-x),NA,checked the dictionary and decided to keep,NA,1
uc1.b3172289,1977,The twentieth century English-Marathi dictionary / N.B. Ranade.,v.1,"ShubhadaSaraswat, 1977.",Marathi,mara1378,Marathi,mara1378,NA,uc1.b3172289,NA,NA,NA,english-x,NA,NA,1,NA
uc1.b3175446,1977,The twentieth century English-Marathi dictionary / N.B. Ranade.,v.2,"ShubhadaSaraswat, 1977.",Marathi,mara1378,Marathi,mara1378,NA,uc1.b3172289,NA,NA,NA,english-x,NA,NA,1,NA
wu.89119131100,1909,"The twentieth century Tamil dictionary; being a new encyclopædic dictionary of the Tamil language giving the meanings of words, phrases and terms relating to arts, sciences and literature from the oldest writers to the present century, by P. Ramanathan ... with a fore-word by the Right Rev. Henry Whitehead ...",NA,"T. Gopaul & co., 1909.",Tamil,tami1289,Tamil,tami1289,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,NA,1
nyp.33433075918460,1809,"The tyro's dictionary, Latin and English : comprehending the more usual primitives of the Latin tongue, digested alphabetically, in the order of the parts of speech : to which is subjoined ... lists or catalogues of their derivatives and compounds : designed as an easy and speedy method of introducing youth to a general acquaintance with the structure of the language, and preparing them for the use of a larger dictionary / by John Mair ; carefully revised and corrected from the latest London edition, by D.P. Adams.",NA,"Evert Duyckinck, M'Farlane and Long, printers, 1809.",Latin,lati1261,Latin,lati1261,NA,NA,NA,NA,NA,x-english (and english-x),NA,NA,1,NA
