glottocode,word,sum_count,glottolog_langname
oldf1239,tremor,8,Old French (842-ca. 1400)
oldf1239,verge,8,Old French (842-ca. 1400)
oldf1239,voucher,8,Old French (842-ca. 1400)
oldn1244,ing,8,Old Norse
papi1253,awe,8,Papiamento
papi1253,solo,8,Papiamento
penn1240,link,8,Pennsylvania German
plau1238,gone,8,Plautdietsch
plau1238,junk,8,Plautdietsch
poli1260,aerosol,8,Polish
poli1260,cache,8,Polish
poli1260,magenta,8,Polish
poli1260,magma,8,Polish
poli1260,ranking,8,Polish
poli1260,roaming,8,Polish
poli1260,sensor,8,Polish
poli1260,software,8,Polish
poli1260,upgrade,8,Polish
port1283,assumes,8,Portuguese
port1283,brunch,8,Portuguese
port1283,checkup,8,Portuguese
port1283,chocolates,8,Portuguese
port1283,combo,8,Portuguese
port1283,compares,8,Portuguese
port1283,dialogues,8,Portuguese
port1283,fractures,8,Portuguese
port1283,mixes,8,Portuguese
port1283,negatives,8,Portuguese
port1283,neutrino,8,Portuguese
port1283,pulses,8,Portuguese
port1283,resolves,8,Portuguese
port1283,samurai,8,Portuguese
port1283,scanner,8,Portuguese
port1283,sensor,8,Portuguese
roma1327,aerobic,8,Romanian
roma1327,antisocial,8,Romanian
roma1327,best-seller,8,Romanian
roma1327,blazer,8,Romanian
roma1327,broccoli,8,Romanian
roma1327,cervix,8,Romanian
roma1327,digit,8,Romanian
roma1327,draconian,8,Romanian
roma1327,ecologist,8,Romanian
roma1327,flashback,8,Romanian
roma1327,fundamentalism,8,Romanian
roma1327,habitual,8,Romanian
roma1327,inadvertent,8,Romanian
roma1327,latex,8,Romanian
roma1327,metabolic,8,Romanian
roma1327,mimetic,8,Romanian
roma1327,sprinkler,8,Romanian
roma1327,superstar,8,Romanian
roma1327,topless,8,Romanian
scot1243,unspeakable,8,Scots
slov1268,admiral,8,Slovenian
slov1268,kilometer,8,Slovenian
slov1268,urban,8,Slovenian
slov1269,grapefruit,8,Slovak
slov1269,placenta,8,Slovak
slov1269,turban,8,Slovak
slov1269,vodka,8,Slovak
sout1528,bona,8,Serbian-Croatian-Bosnian
sout1528,euro,8,Serbian-Croatian-Bosnian
sout1528,laser,8,Serbian-Croatian-Bosnian
sout1528,libido,8,Serbian-Croatian-Bosnian
sout1528,primate,8,Serbian-Croatian-Bosnian
stan1288,hubs,8,Spanish
stan1288,icebergs,8,Spanish
stan1288,incremental,8,Spanish
stan1288,niches,8,Spanish
stan1288,plagues,8,Spanish
stan1288,redefine,8,Spanish
stan1288,replicate,8,Spanish
stan1288,societal,8,Spanish
stan1288,sprays,8,Spanish
stan1288,visas,8,Spanish
stan1289,accident,8,Catalan
stan1289,art,8,Catalan
stan1289,base,8,Catalan
stan1289,cars,8,Catalan
stan1289,coma,8,Catalan
stan1289,corn,8,Catalan
stan1289,corpus,8,Catalan
stan1289,data,8,Catalan
stan1289,desert,8,Catalan
stan1289,film,8,Catalan
stan1289,fins,8,Catalan
stan1289,hoc,8,Catalan
stan1289,instrument,8,Catalan
stan1289,lateral,8,Catalan
stan1289,mall,8,Catalan
stan1289,nap,8,Catalan
stan1289,normal,8,Catalan
stan1289,ones,8,Catalan
stan1289,pens,8,Catalan
stan1289,presents,8,Catalan
stan1289,pus,8,Catalan
stan1289,quarts,8,Catalan
stan1289,rep,8,Catalan
stan1289,rot,8,Catalan
stan1289,variable,8,Catalan
stan1289,vocal,8,Catalan
stan1290,appropriations,8,French
stan1290,chromosomes,8,French
stan1290,classifications,8,French
stan1290,icebergs,8,French
stan1290,philtrum,8,French
stan1295,degenerative,8,German
stan1306,banjo,8,Standard Malay
stan1306,neon,8,Standard Malay
stan1306,proton,8,Standard Malay
swed1254,artists,8,Swedish
swed1254,ballerina,8,Swedish
swed1254,banjo,8,Swedish
swed1254,bartender,8,Swedish
swed1254,cardigan,8,Swedish
swed1254,expansive,8,Swedish
swed1254,feminist,8,Swedish
swed1254,frustration,8,Swedish
swed1254,gems,8,Swedish
swed1254,ghetto,8,Swedish
swed1254,guru,8,Swedish
swed1254,helium,8,Swedish
swed1254,idealism,8,Swedish
swed1254,imperialism,8,Swedish
swed1254,imperialist,8,Swedish
swed1254,inferno,8,Swedish
swed1254,initiation,8,Swedish
swed1254,institutions,8,Swedish
swed1254,marina,8,Swedish
swed1254,metabolism,8,Swedish
swed1254,pacifist,8,Swedish
swed1254,pensions,8,Swedish
swed1254,plankton,8,Swedish
swed1254,posts,8,Swedish
swed1254,realist,8,Swedish
swed1254,repression,8,Swedish
swed1254,shots,8,Swedish
swed1254,snacks,8,Swedish
swed1254,spades,8,Swedish
swed1254,systems,8,Swedish
swed1254,thriller,8,Swedish
swed1254,trauma,8,Swedish
swed1254,unilateral,8,Swedish
swed1254,visas,8,Swedish
swed1254,wok,8,Swedish
taga1270,taping,8,Tagalog
taga1270,virus,8,Tagalog
teop1238,moon,8,Teop
tokp1240,kit,8,Tok Pisin
unam1242,hate,8,Unami
uppe1395,law,8,Upper Sorbian
west2354,auto,8,Western Frisian
west2354,bear,8,Western Frisian
west2354,hope,8,Western Frisian
west2354,sin,8,Western Frisian
xhos1239,cola,8,Xhosa
yaka1277,guru,8,Yakan
yuca1254,bat,8,Yucatec Maya
arom1237,drum,7,Aromanian
arom1237,nod,7,Aromanian
basq1248,radio,7,Basque
cebu1242,bangs,7,Cebuano
cebu1242,hiring,7,Cebuano
cebu1242,ultimatum,7,Cebuano
cent2087,pan,7,Coastal-Naga Bikol
chuu1238,sat,7,Chuukese
corn1251,pocket,7,Cornish
cree1270,pose,7,Creek
czec1258,aids,7,Czech
czec1258,astronaut,7,Czech
czec1258,groggy,7,Czech
czec1258,kimono,7,Czech
czec1258,libido,7,Czech
czec1258,mutant,7,Czech
czec1258,referendum,7,Czech
czec1258,sprinter,7,Czech
czec1258,tango,7,Czech
czec1258,video,7,Czech
dani1285,digital,7,Danish
dani1285,emigration,7,Danish
dani1285,flags,7,Danish
dani1285,fuck,7,Danish
dani1285,hospitals,7,Danish
dani1285,kinds,7,Danish
dani1285,knives,7,Danish
dani1285,magnesium,7,Danish
dani1285,montage,7,Danish
dani1285,moratorium,7,Danish
dani1285,piles,7,Danish
dani1285,planets,7,Danish
dani1285,races,7,Danish
dani1285,spam,7,Danish
dani1285,tones,7,Danish
dani1285,virus,7,Danish
dani1285,yoghurt,7,Danish
dutc1256,amateurs,7,Dutch
dutc1256,artefact,7,Dutch
dutc1256,bandages,7,Dutch
dutc1256,chefs,7,Dutch
dutc1256,clans,7,Dutch
dutc1256,collage,7,Dutch
dutc1256,criteria,7,Dutch
dutc1256,cyanide,7,Dutch
dutc1256,ethos,7,Dutch
dutc1256,goals,7,Dutch
dutc1256,jacks,7,Dutch
dutc1256,racist,7,Dutch
dutc1256,romances,7,Dutch
dutc1256,scores,7,Dutch
dutc1256,skateboard,7,Dutch
dutc1256,tests,7,Dutch
dutc1256,topless,7,Dutch
esto1258,autos,7,Estonian
esto1258,hamburger,7,Estonian
esto1258,plankton,7,Estonian
esto1258,tees,7,Estonian
esto1258,veal,7,Estonian
finn1318,atrium,7,Finnish
finn1318,emeritus,7,Finnish
finn1318,enigma,7,Finnish
finn1318,euro,7,Finnish
finn1318,feedback,7,Finnish
finn1318,fudge,7,Finnish
finn1318,goodwill,7,Finnish
finn1318,guru,7,Finnish
finn1318,hiatus,7,Finnish
finn1318,inferno,7,Finnish
finn1318,manila,7,Finnish
finn1318,oregano,7,Finnish
finn1318,paranoia,7,Finnish
finn1318,peso,7,Finnish
finn1318,radon,7,Finnish
finn1318,rotunda,7,Finnish
finn1318,voodoo,7,Finnish
gali1258,actor,7,Galician
gali1258,case,7,Galician
gali1258,cruel,7,Galician
gali1258,dance,7,Galician
gali1258,defender,7,Galician
gali1258,escape,7,Galician
gali1258,fame,7,Galician
gali1258,free,7,Galician
gali1258,gusto,7,Galician
gali1258,interior,7,Galician
gali1258,lace,7,Galician
gali1258,legal,7,Galician
gali1258,mesa,7,Galician
gali1258,render,7,Galician
gali1258,sexual,7,Galician
gali1258,son,7,Galician
hait1244,bra,7,Haitian
hait1244,mas,7,Haitian
hait1244,prepare,7,Haitian
haus1257,sauna,7,Hausa
hung1274,laptop,7,Hungarian
hung1274,magma,7,Hungarian
hung1274,termed,7,Hungarian
icel1247,brands,7,Icelandic
icel1247,fart,7,Icelandic
indo1316,asteroid,7,Standard Indonesian
indo1316,doping,7,Standard Indonesian
indo1316,trimester,7,Standard Indonesian
ital1282,logos,7,Italian
ital1282,supernova,7,Italian
ladi1251,era,7,Ladino
lati1261,affective,7,Latin
lati1261,clitoris,7,Latin
lati1261,determinant,7,Latin
lati1261,locale,7,Latin
lati1261,placebo,7,Latin
latv1249,parole,7,Latvian
latv1249,salts,7,Latvian
latv1249,slave,7,Latvian
latv1249,solo,7,Latvian
latv1249,villa,7,Latvian
malt1254,tin,7,Maltese
malt1254,ward,7,Maltese
mans1262,boot,7,Mansaka
manx1243,furnish,7,Manx
midd1317,ache,7,Middle English
midd1317,ark,7,Middle English
midd1317,awe,7,Middle English
midd1317,bank,7,Middle English
midd1317,basket,7,Middle English
midd1317,brand,7,Middle English
midd1317,breed,7,Middle English
midd1317,burst,7,Middle English
midd1317,club,7,Middle English
midd1317,corn,7,Middle English
midd1317,cure,7,Middle English
midd1317,deal,7,Middle English
midd1317,doom,7,Middle English
midd1317,earn,7,Middle English
midd1317,ease,7,Middle English
midd1317,enemy,7,Middle English
midd1317,fallen,7,Middle English
midd1317,flour,7,Middle English
midd1317,fond,7,Middle English
midd1317,fore,7,Middle English
midd1317,friend,7,Middle English
midd1317,garden,7,Middle English
midd1317,gay,7,Middle English
midd1317,gras,7,Middle English
midd1317,hare,7,Middle English
midd1317,hem,7,Middle English
midd1317,hospital,7,Middle English
midd1317,hour,7,Middle English
midd1317,issue,7,Middle English
midd1317,ivory,7,Middle English
midd1317,kiss,7,Middle English
midd1317,lend,7,Middle English
midd1317,lore,7,Middle English
midd1317,mail,7,Middle English
midd1317,manly,7,Middle English
midd1317,mock,7,Middle English
midd1317,moist,7,Middle English
midd1317,nose,7,Middle English
midd1317,ought,7,Middle English
midd1317,pace,7,Middle English
midd1317,palace,7,Middle English
midd1317,patience,7,Middle English
midd1317,pie,7,Middle English
midd1317,pilgrimage,7,Middle English
midd1317,pure,7,Middle English
midd1317,rebellion,7,Middle English
midd1317,recover,7,Middle English
midd1317,ride,7,Middle English
midd1317,sight,7,Middle English
midd1317,sister,7,Middle English
midd1317,smart,7,Middle English
midd1317,smoke,7,Middle English
midd1317,street,7,Middle English
midd1317,stroke,7,Middle English
midd1317,swell,7,Middle English
midd1317,tail,7,Middle English
midd1317,token,7,Middle English
midd1317,tome,7,Middle English
midd1317,true,7,Middle English
midd1317,view,7,Middle English
midd1317,violence,7,Middle English
nort2671,diet,7,North Saami
nort2697,planet,7,North Azerbaijani
nort2697,tale,7,North Azerbaijani
nort2697,tin,7,North Azerbaijani
nucl1301,bikini,7,Turkish
oldf1239,arson,7,Old French (842-ca. 1400)
oldf1239,bat,7,Old French (842-ca. 1400)
oldf1239,complexion,7,Old French (842-ca. 1400)
oldf1239,cue,7,Old French (842-ca. 1400)
oldf1239,fret,7,Old French (842-ca. 1400)
oldf1239,guise,7,Old French (842-ca. 1400)
oldf1239,liberal,7,Old French (842-ca. 1400)
oldf1239,licence,7,Old French (842-ca. 1400)
oldf1239,paste,7,Old French (842-ca. 1400)
oldf1239,pastor,7,Old French (842-ca. 1400)
oldf1239,pavement,7,Old French (842-ca. 1400)
oldf1239,plaid,7,Old French (842-ca. 1400)
oldf1239,plume,7,Old French (842-ca. 1400)
oldf1239,resemblance,7,Old French (842-ca. 1400)
oldf1239,session,7,Old French (842-ca. 1400)
oldf1239,summer,7,Old French (842-ca. 1400)
oldf1239,tenement,7,Old French (842-ca. 1400)
oldf1239,trainer,7,Old French (842-ca. 1400)
oldf1239,usage,7,Old French (842-ca. 1400)
oldn1244,bands,7,Old Norse
oldn1244,blend,7,Old Norse
plau1238,bees,7,Plautdietsch
poli1260,bestseller,7,Polish
poli1260,manila,7,Polish
poli1260,mutant,7,Polish
poli1260,optimum,7,Polish
poli1260,patio,7,Polish
poli1260,router,7,Polish
poli1260,topless,7,Polish
port1283,aliens,7,Portuguese
port1283,amino,7,Portuguese
port1283,avatar,7,Portuguese
port1283,brides,7,Portuguese
port1283,camper,7,Portuguese
port1283,chutney,7,Portuguese
port1283,clips,7,Portuguese
port1283,coaches,7,Portuguese
port1283,egos,7,Portuguese
port1283,on-line,7,Portuguese
port1283,pixel,7,Portuguese
port1283,poses,7,Portuguese
port1283,processes,7,Portuguese
port1283,rifles,7,Portuguese
port1283,sites,7,Portuguese
port1283,spas,7,Portuguese
roma1327,artefact,7,Romanian
roma1327,axial,7,Romanian
roma1327,bungalow,7,Romanian
roma1327,chili,7,Romanian
roma1327,conceptual,7,Romanian
roma1327,favoritism,7,Romanian
roma1327,galactic,7,Romanian
roma1327,hormonal,7,Romanian
roma1327,karma,7,Romanian
roma1327,kimono,7,Romanian
roma1327,lesbian,7,Romanian
roma1327,libido,7,Romanian
roma1327,magenta,7,Romanian
roma1327,modelling,7,Romanian
roma1327,pandemic,7,Romanian
roma1327,relativism,7,Romanian
roma1327,scorer,7,Romanian
roma1327,semiconductor,7,Romanian
roma1327,shaker,7,Romanian
roma1327,shortening,7,Romanian
roma1327,sociologist,7,Romanian
roma1327,spam,7,Romanian
roma1327,subtext,7,Romanian
roma1327,visceral,7,Romanian
scot1243,municipality,7,Scots
scot1243,rumps,7,Scots
scot1243,spherical,7,Scots
slov1268,stark,7,Slovenian
slov1269,kilometer,7,Slovak
slov1269,pasta,7,Slovak
slov1269,penis,7,Slovak
slov1269,psi,7,Slovak
slov1269,whisky,7,Slovak
sout1528,asteroid,7,Serbian-Croatian-Bosnian
sout1528,neutron,7,Serbian-Croatian-Bosnian
sout1528,patina,7,Serbian-Croatian-Bosnian
sout1528,proton,7,Serbian-Croatian-Bosnian
stan1288,ascended,7,Spanish
stan1288,catchers,7,Spanish
stan1288,competed,7,Spanish
stan1288,crushes,7,Spanish
stan1288,geek,7,Spanish
stan1288,granola,7,Spanish
stan1288,histories,7,Spanish
stan1288,presumes,7,Spanish
stan1288,resumes,7,Spanish
stan1288,sushi,7,Spanish
stan1289,ant,7,Catalan
stan1289,carp,7,Catalan
stan1289,cinema,7,Catalan
stan1289,clip,7,Catalan
stan1289,company,7,Catalan
stan1289,considerable,7,Catalan
stan1289,dates,7,Catalan
stan1289,detergent,7,Catalan
stan1289,doctor,7,Catalan
stan1289,gall,7,Catalan
stan1289,grill,7,Catalan
stan1289,home,7,Catalan
stan1289,hospital,7,Catalan
stan1289,idea,7,Catalan
stan1289,litre,7,Catalan
stan1289,marina,7,Catalan
stan1289,model,7,Catalan
stan1289,molar,7,Catalan
stan1289,ram,7,Catalan
stan1289,ran,7,Catalan
stan1289,rat,7,Catalan
stan1289,revolt,7,Catalan
stan1289,torn,7,Catalan
stan1289,triangle,7,Catalan
stan1289,unit,7,Catalan
stan1289,vehicle,7,Catalan
stan1290,ghettos,7,French
stan1290,performative,7,French
stan1290,pipelines,7,French
stan1290,routines,7,French
stan1306,egos,7,Standard Malay
sund1252,mayor,7,Sundanese
swah1253,karate,7,Swahili
swat1243,coca,7,Swati
swed1254,adapter,7,Swedish
swed1254,adoptive,7,Swedish
swed1254,altruism,7,Swedish
swed1254,attacks,7,Swedish
swed1254,autopilot,7,Swedish
swed1254,backs,7,Swedish
swed1254,bins,7,Swedish
swed1254,cannabis,7,Swedish
swed1254,chassis,7,Swedish
swed1254,covers,7,Swedish
swed1254,cowboys,7,Swedish
swed1254,deadline,7,Swedish
swed1254,divisions,7,Swedish
swed1254,fragments,7,Swedish
swed1254,herpes,7,Swedish
swed1254,immigrants,7,Swedish
swed1254,lakes,7,Swedish
swed1254,libido,7,Swedish
swed1254,lifts,7,Swedish
swed1254,mangrove,7,Swedish
swed1254,migrant,7,Swedish
swed1254,millennium,7,Swedish
swed1254,missions,7,Swedish
swed1254,moratorium,7,Swedish
swed1254,motions,7,Swedish
swed1254,motivation,7,Swedish
swed1254,nationalism,7,Swedish
swed1254,pickup,7,Swedish
swed1254,plutonium,7,Swedish
swed1254,professionalism,7,Swedish
swed1254,protagonist,7,Swedish
swed1254,radios,7,Swedish
swed1254,researcher,7,Swedish
swed1254,semifinal,7,Swedish
swed1254,sensations,7,Swedish
swed1254,showers,7,Swedish
swed1254,spam,7,Swedish
swed1254,strands,7,Swedish
swed1254,surfing,7,Swedish
swed1254,terrorist,7,Swedish
swed1254,traditions,7,Swedish
taus1251,sat,7,Tausug
tetu1245,hat,7,Tetum
tokp1240,des,7,Tok Pisin
tokp1240,pop,7,Tok Pisin
tokp1240,soda,7,Tok Pisin
uppe1395,hat,7,Upper Sorbian
wels1247,cachet,7,Welsh
wels1247,radon,7,Welsh
west2354,ark,7,Western Frisian
west2354,breed,7,Western Frisian
west2354,held,7,Western Frisian
west2354,pear,7,Western Frisian
west2354,side,7,Western Frisian
west2354,slim,7,Western Frisian
west2354,want,7,Western Frisian
yoga1237,tan,7,Yogad
afri1274,limousine,6,Afrikaans
arom1237,mare,6,Aromanian
arom1237,min,6,Aromanian
ayiw1239,site,6,Äiwoo
basq1248,ate,6,Basque
basq1248,country,6,Basque
basq1248,motel,6,Basque
basq1248,soil,6,Basque
beja1238,yam,6,Beja
bret1244,bank,6,Breton
bret1244,post,6,Breton
cebu1242,admiral,6,Cebuano
cebu1242,atlas,6,Cebuano
cebu1242,championship,6,Cebuano
cebu1242,planter,6,Cebuano
cebu1242,salon,6,Cebuano
cebu1242,salvage,6,Cebuano
cebu1242,satin,6,Cebuano
cebu1242,slogan,6,Cebuano
cent2087,song,6,Coastal-Naga Bikol
chuu1238,pink,6,Chuukese
clas1250,cue,6,Classical Nahuatl
corn1251,plans,6,Cornish
corn1251,tiger,6,Cornish
czec1258,analog,6,Czech
czec1258,bestseller,6,Czech
czec1258,deadlock,6,Czech
czec1258,developer,6,Czech
czec1258,karma,6,Czech
czec1258,plaza,6,Czech
czec1258,proton,6,Czech
czec1258,relevance,6,Czech
czec1258,smog,6,Czech
czec1258,tundra,6,Czech
dani1285,asset,6,Danish
dani1285,atoms,6,Danish
dani1285,barons,6,Danish
dani1285,chips,6,Danish
dani1285,cute,6,Danish
dani1285,dates,6,Danish
dani1285,dispersion,6,Danish
dani1285,fantasy,6,Danish
dani1285,graves,6,Danish
dani1285,laser,6,Danish
dani1285,masturbation,6,Danish
dani1285,mister,6,Danish
dani1285,nitrogen,6,Danish
dani1285,paprika,6,Danish
dani1285,peanut,6,Danish
dani1285,penis,6,Danish
dani1285,rapper,6,Danish
dani1285,rivers,6,Danish
dani1285,segregation,6,Danish
dani1285,shows,6,Danish
dani1285,video,6,Danish
dani1285,vitamins,6,Danish
dutc1256,aliens,6,Dutch
dutc1256,bassist,6,Dutch
dutc1256,bugs,6,Dutch
dutc1256,cannabis,6,Dutch
dutc1256,canons,6,Dutch
dutc1256,charisma,6,Dutch
dutc1256,clusters,6,Dutch
dutc1256,computers,6,Dutch
dutc1256,deadline,6,Dutch
dutc1256,dips,6,Dutch
dutc1256,essays,6,Dutch
dutc1256,gourmet,6,Dutch
dutc1256,graffiti,6,Dutch
dutc1256,liters,6,Dutch
dutc1256,macho,6,Dutch
dutc1256,magazines,6,Dutch
dutc1256,motors,6,Dutch
dutc1256,oeuvre,6,Dutch
dutc1256,overruled,6,Dutch
dutc1256,pacifist,6,Dutch
dutc1256,pensions,6,Dutch
dutc1256,pizza,6,Dutch
dutc1256,predator,6,Dutch
dutc1256,psi,6,Dutch
dutc1256,scouts,6,Dutch
dutc1256,software,6,Dutch
dutc1256,spins,6,Dutch
esto1258,orgasm,6,Estonian
finn1318,anus,6,Finnish
finn1318,audio,6,Finnish
finn1318,cheddar,6,Finnish
finn1318,darts,6,Finnish
finn1318,deadline,6,Finnish
finn1318,demo,6,Finnish
finn1318,entree,6,Finnish
finn1318,limo,6,Finnish
finn1318,mafia,6,Finnish
finn1318,martini,6,Finnish
finn1318,nostalgia,6,Finnish
finn1318,patio,6,Finnish
finn1318,rodeo,6,Finnish
finn1318,samurai,6,Finnish
finn1318,vulva,6,Finnish
gali1258,actual,6,Galician
gali1258,alcohol,6,Galician
gali1258,bar,6,Galician
gali1258,cola,6,Galician
gali1258,color,6,Galician
gali1258,comer,6,Galician
gali1258,coral,6,Galician
gali1258,cream,6,Galician
gali1258,delta,6,Galician
gali1258,demo,6,Galician
gali1258,director,6,Galician
gali1258,error,6,Galician
gali1258,fine,6,Galician
gali1258,funeral,6,Galician
gali1258,home,6,Galician
gali1258,late,6,Galician
gali1258,mate,6,Galician
gali1258,moral,6,Galician
gali1258,nave,6,Galician
gali1258,plural,6,Galician
gali1258,regular,6,Galician
gali1258,sole,6,Galician
gali1258,tape,6,Galician
gali1258,vote,6,Galician
hait1244,rape,6,Haitian
hung1274,radon,6,Hungarian
icel1247,gamma,6,Icelandic
icel1247,taut,6,Icelandic
indo1316,sparing,6,Standard Indonesian
indo1316,velum,6,Standard Indonesian
iris1253,stoic,6,Irish
ital1282,browser,6,Italian
ital1282,degenerative,6,Italian
kawi1241,saga,6,Kawi
lati1261,aluminium,6,Latin
lati1261,amphitheater,6,Latin
lati1261,argues,6,Latin
lati1261,elevator,6,Latin
lati1261,informative,6,Latin
lati1261,magnesium,6,Latin
lati1261,octopus,6,Latin
lati1261,offenses,6,Latin
lati1261,prognosis,6,Latin
lati1261,quadriceps,6,Latin
lati1261,tuberculosis,6,Latin
latv1249,bites,6,Latvian
latv1249,deg,6,Latvian
latv1249,embargo,6,Latvian
latv1249,mats,6,Latvian
latv1249,niece,6,Latvian
latv1249,organisms,6,Latvian
latv1249,stops,6,Latvian
latv1249,variants,6,Latvian
ling1263,mesa,6,Kinshasa Lingala
loui1240,commerce,6,Louisiana Creole French
luxe1241,manner,6,Moselle Franconian
luxe1241,seen,6,Moselle Franconian
magu1243,ban,6,Maguindanao
malt1254,punt,6,Maltese
manx1243,fend,6,Manx
mara1404,basal,6,Maranao
midd1317,adamant,6,Middle English
midd1317,ape,6,Middle English
midd1317,arch,6,Middle English
midd1317,ate,6,Middle English
midd1317,baron,6,Middle English
midd1317,bones,6,Middle English
midd1317,brink,6,Middle English
midd1317,cheek,6,Middle English
midd1317,choice,6,Middle English
midd1317,cite,6,Middle English
midd1317,claw,6,Middle English
midd1317,count,6,Middle English
midd1317,dam,6,Middle English
midd1317,elf,6,Middle English
midd1317,figure,6,Middle English
midd1317,flame,6,Middle English
midd1317,future,6,Middle English
midd1317,gon,6,Middle English
midd1317,gone,6,Middle English
midd1317,greet,6,Middle English
midd1317,ham,6,Middle English
midd1317,happy,6,Middle English
midd1317,homage,6,Middle English
midd1317,houses,6,Middle English
midd1317,husband,6,Middle English
midd1317,intelligence,6,Middle English
midd1317,kin,6,Middle English
midd1317,laugh,6,Middle English
midd1317,led,6,Middle English
midd1317,lion,6,Middle English
midd1317,makes,6,Middle English
midd1317,mantle,6,Middle English
midd1317,min,6,Middle English
midd1317,month,6,Middle English
midd1317,murmur,6,Middle English
midd1317,naked,6,Middle English
midd1317,ounce,6,Middle English
midd1317,owe,6,Middle English
midd1317,poll,6,Middle English
midd1317,porter,6,Middle English
midd1317,provision,6,Middle English
midd1317,quarter,6,Middle English
midd1317,real,6,Middle English
midd1317,riding,6,Middle English
midd1317,robber,6,Middle English
midd1317,robbery,6,Middle English
midd1317,save,6,Middle English
midd1317,sew,6,Middle English
midd1317,sheep,6,Middle English
midd1317,simple,6,Middle English
midd1317,singing,6,Middle English
midd1317,spice,6,Middle English
midd1317,spider,6,Middle English
midd1317,square,6,Middle English
midd1317,stain,6,Middle English
midd1317,stones,6,Middle English
midd1317,sun,6,Middle English
midd1317,sure,6,Middle English
midd1317,tie,6,Middle English
midd1317,vapour,6,Middle English
midd1317,verses,6,Middle English
midd1317,week,6,Middle English
midd1317,write,6,Middle English
midd1343,wine,6,Middle High German
nort2697,aid,6,North Azerbaijani
nort2697,artist,6,North Azerbaijani
nort2697,bolt,6,North Azerbaijani
nort2697,kin,6,North Azerbaijani
nort2697,problem,6,North Azerbaijani
nort2961,bin,6,Northwestern Ojibwa
nucl1301,doping,6,Turkish
nucl1301,habitat,6,Turkish
nucl1347,guy,6,Wolof
nucl1347,peel,6,Wolof
nucl1643,oregano,6,Japanese
olde1238,sibling,6,Old English (ca. 450-1100)
oldf1239,amiable,6,Old French (842-ca. 1400)
oldf1239,bras,6,Old French (842-ca. 1400)
oldf1239,chef,6,Old French (842-ca. 1400)
oldf1239,continuation,6,Old French (842-ca. 1400)
oldf1239,digest,6,Old French (842-ca. 1400)
oldf1239,digestion,6,Old French (842-ca. 1400)
oldf1239,jargon,6,Old French (842-ca. 1400)
oldf1239,kernel,6,Old French (842-ca. 1400)
oldf1239,minute,6,Old French (842-ca. 1400)
oldf1239,mosque,6,Old French (842-ca. 1400)
oldf1239,pensive,6,Old French (842-ca. 1400)
oldf1239,pirate,6,Old French (842-ca. 1400)
oldf1239,poignant,6,Old French (842-ca. 1400)
oldf1239,poise,6,Old French (842-ca. 1400)
oldf1239,poke,6,Old French (842-ca. 1400)
oldf1239,pore,6,Old French (842-ca. 1400)
oldf1239,primer,6,Old French (842-ca. 1400)
oldf1239,queue,6,Old French (842-ca. 1400)
oldf1239,senator,6,Old French (842-ca. 1400)
oldf1239,solitude,6,Old French (842-ca. 1400)
oldf1239,tumour,6,Old French (842-ca. 1400)
oldf1239,uncle,6,Old French (842-ca. 1400)
oldn1244,gala,6,Old Norse
oldn1244,vegs,6,Old Norse
olds1249,coral,6,Old Spanish
pali1273,nude,6,Pali
pamp1243,king,6,Pampanga
penn1240,angle,6,Pennsylvania German
plau1238,blond,6,Plautdietsch
pohn1238,ser,6,Pohnpeian
poli1260,blender,6,Polish
poli1260,cholesterol,6,Polish
poli1260,graffiti,6,Polish
poli1260,monitoring,6,Polish
poli1260,stalking,6,Polish
port1283,categorize,6,Portuguese
port1283,cheddar,6,Portuguese
port1283,combines,6,Portuguese
port1283,freestyle,6,Portuguese
port1283,indexes,6,Portuguese
port1283,lacrosse,6,Portuguese
port1283,optimize,6,Portuguese
port1283,presumes,6,Portuguese
port1283,roles,6,Portuguese
port1283,skyline,6,Portuguese
port1283,slalom,6,Portuguese
port1283,sprinter,6,Portuguese
port1283,subsidies,6,Portuguese
port1283,tinnitus,6,Portuguese
port1283,urines,6,Portuguese
port1283,viral,6,Portuguese
roma1327,balsamic,6,Romanian
roma1327,centrist,6,Romanian
roma1327,contextual,6,Romanian
roma1327,dude,6,Romanian
roma1327,euro,6,Romanian
roma1327,feedback,6,Romanian
roma1327,full-time,6,Romanian
roma1327,hiatus,6,Romanian
roma1327,impromptu,6,Romanian
roma1327,layout,6,Romanian
roma1327,macho,6,Romanian
roma1327,mutant,6,Romanian
roma1327,prescriptive,6,Romanian
roma1327,psi,6,Romanian
roma1327,ravioli,6,Romanian
roma1327,ruse,6,Romanian
roma1327,skateboard,6,Romanian
roma1327,staccato,6,Romanian
roma1327,stimuli,6,Romanian
scot1245,catalog,6,Scottish Gaelic
slov1268,dude,6,Slovenian
slov1268,liter,6,Slovenian
slov1268,mini,6,Slovenian
slov1269,gradient,6,Slovak
slov1269,linoleum,6,Slovak
sout1528,heroin,6,Serbian-Croatian-Bosnian
stan1288,bunkers,6,Spanish
stan1288,emerges,6,Spanish
stan1288,malls,6,Spanish
stan1288,minivan,6,Spanish
stan1288,modems,6,Spanish
stan1288,placentas,6,Spanish
stan1288,probes,6,Spanish
stan1288,slugger,6,Spanish
stan1288,snaps,6,Spanish
stan1288,timeline,6,Spanish
stan1288,torsos,6,Spanish
stan1289,anal,6,Catalan
stan1289,bit,6,Catalan
